Client_ID,AUM_Millions,Months_as_Client,Advisor_Meetings_Last_6M,Portfolio_Risk_Score,Recent_Market_Losses_Pct,Client_Age,Will_Churn
WM-00127,9.56,149,3,3.0,4.47,58,0
WM-00128,10.09,50,2,6.6,4.64,57,1
WM-00129,9.27,185,4,9.5,4.84,50,1
WM-00130,9.55,34,3,9.1,1.05,65,0
WM-00131,18.12,20,8,6.4,2.74,50,0
WM-00132,6.14,19,8,4.4,0.21,69,0
WM-00133,4.94,77,4,5.0,3.64,51,0
WM-00134,2.47,32,3,7.5,2.63,47,0
WM-00135,28.23,17,5,8.7,4.03,69,0
WM-00136,18.05,82,0,7.0,1.99,55,1
WM-00137,4.35,37,0,2.6,10.14,71,1
WM-00138,4.09,75,2,5.1,1.81,42,0
WM-00139,19.99,48,4,4.4,25.71,79,0
WM-00140,10.32,25,6,6.0,0.42,64,0
WM-00141,4.96,27,6,2.2,12.24,48,0
WM-00142,5.33,52,1,6.6,2.05,58,0
WM-00143,7.99,109,3,2.0,6.65,68,0
WM-00144,9.3,28,5,2.3,7.2,51,0
WM-00145,5.36,33,4,4.6,1.68,32,0
WM-00146,8.21,12,4,4.8,20.39,60,0
WM-00147,3.64,37,3,5.5,2.12,67,0
WM-00148,19.71,29,5,4.5,26.39,52,0
WM-00149,5.62,30,3,4.9,2.95,61,0
WM-00150,4.6,123,1,7.4,0.54,70,0
WM-00151,9.6,22,3,3.5,0.14,56,0
WM-00152,12.19,16,4,6.2,3.51,62,0
WM-00153,13.77,18,3,4.6,5.06,44,0
WM-00154,2.4,34,6,8.9,2.38,44,0
WM-00155,9.21,32,4,4.5,9.58,52,1
WM-00156,66.48,44,0,7.9,4.97,42,0
WM-00157,8.96,62,3,9.0,23.97,58,0
WM-00158,5.74,21,1,3.8,31.49,53,1
WM-00159,13.39,31,3,3.7,21.57,51,0
WM-00160,7.25,122,5,7.0,12.47,69,0
WM-00161,4.48,24,1,4.8,1.85,60,0
WM-00162,7.52,31,8,8.1,7.49,43,1
WM-00163,17.61,202,4,3.2,39.23,62,0
WM-00164,1.04,7,3,6.4,2.45,51,0
WM-00165,25.89,26,4,1.8,4.69,59,0
WM-00166,2.97,23,1,4.9,2.53,74,0
WM-00167,2.46,20,0,8.9,10.68,66,0
WM-00168,12.82,53,1,6.5,3.88,61,1
WM-00169,3.74,31,4,4.4,5.67,61,0
WM-00170,3.77,42,1,7.9,3.11,38,0
WM-00171,14.23,109,6,7.7,1.86,58,0
WM-00172,17.24,65,5,9.8,10.11,75,0
WM-00173,5.35,64,4,4.8,1.41,58,0
WM-00174,1.0,36,4,7.4,5.66,52,0
WM-00175,4.11,20,7,9.0,1.53,49,1
WM-00176,6.09,26,5,3.9,5.79,48,0
WM-00177,2.96,32,4,7.7,2.05,36,0
WM-00178,12.12,96,2,4.4,31.02,68,0
WM-00179,2.71,17,3,4.1,3.66,44,0
WM-00180,7.29,56,5,3.8,1.14,59,0
WM-00181,5.02,215,0,8.6,10.8,69,0
WM-00182,31.7,19,2,8.0,6.34,61,0
WM-00183,12.55,9,4,8.6,26.53,44,0
WM-00184,2.54,24,0,5.4,0.59,48,0
WM-00185,25.89,124,1,4.6,2.53,52,1
WM-00186,2.25,25,0,3.0,10.34,53,0
WM-00187,8.44,11,2,2.5,1.09,65,0
WM-00188,2.32,17,1,6.1,0.42,66,0
WM-00189,7.5,28,3,4.6,2.62,42,0
WM-00190,3.63,39,3,5.8,2.8,50,0
WM-00191,8.49,32,3,4.3,9.66,49,0
WM-00192,1.0,69,8,5.0,9.72,71,0
WM-00193,10.32,4,4,8.2,2.74,49,0
WM-00194,3.75,64,2,5.2,8.33,63,0
WM-00195,17.64,54,5,3.7,0.63,38,0
WM-00196,3.69,8,0,4.8,13.81,56,1
WM-00197,3.03,17,5,4.1,0.71,56,0
WM-00198,6.18,85,1,2.8,5.76,52,0
WM-00199,2.52,39,3,8.4,13.04,49,0
WM-00200,3.44,33,2,4.6,12.06,47,0
WM-00201,4.6,55,2,4.9,13.93,62,1
WM-00202,5.7,132,3,6.2,14.27,72,0
WM-00203,7.23,38,4,4.3,3.86,40,0
WM-00204,1.71,12,0,2.9,9.46,44,1
WM-00205,5.65,65,2,5.9,11.85,43,0
WM-00206,7.19,29,2,4.8,10.9,51,0
WM-00207,2.47,57,3,1.3,4.26,43,0
WM-00208,6.74,97,7,5.6,5.06,76,1
WM-00209,1.61,66,7,2.3,10.1,38,0
WM-00210,3.1,18,3,3.1,4.6,60,0
WM-00211,3.47,41,5,3.2,2.88,76,0
WM-00212,10.75,28,2,7.1,1.65,83,0
WM-00213,7.14,22,2,3.1,0.46,40,1
WM-00214,9.05,42,2,2.1,5.63,50,0
WM-00215,6.15,31,4,2.0,18.36,75,0
WM-00216,10.56,28,2,2.5,2.55,61,0
WM-00217,5.7,18,2,8.4,0.65,35,0
WM-00218,8.72,10,2,2.5,4.56,46,0
WM-00219,11.22,11,3,8.9,14.15,55,0
WM-00220,4.37,3,2,2.7,0.2,60,0
WM-00221,8.7,68,4,6.5,15.85,51,1
WM-00222,11.26,5,0,5.5,10.13,44,0
WM-00223,9.17,15,4,3.9,1.15,50,0
WM-00224,3.53,38,3,3.2,9.78,39,0
WM-00225,2.46,33,3,2.5,14.8,60,0
WM-00226,4.14,53,5,6.7,7.59,67,0
WM-00227,27.3,6,1,6.7,25.36,39,0
WM-00228,7.2,83,7,6.7,8.09,51,0
WM-00229,16.24,15,5,4.7,11.32,72,0
WM-00230,6.44,21,2,6.3,2.11,76,0
WM-00231,1.3,24,2,3.3,17.74,53,0
WM-00232,4.64,22,2,6.2,3.4,46,0
WM-00233,15.36,15,2,5.8,3.84,60,0
WM-00234,5.61,37,1,5.9,11.87,44,1
WM-00235,24.15,52,5,2.9,6.25,70,0
WM-00236,6.29,27,2,6.5,8.82,45,1
WM-00237,5.17,41,3,3.5,2.48,78,0
WM-00238,12.51,16,1,6.4,1.75,49,1
WM-00239,2.86,109,4,4.3,7.71,58,0
WM-00240,21.66,53,4,4.0,16.24,85,0
WM-00241,1.75,71,3,5.2,1.32,81,0
WM-00242,3.93,9,0,9.0,2.48,75,0
WM-00243,12.58,48,6,4.7,6.66,44,0
WM-00244,1.0,48,2,5.4,3.86,61,0
WM-00245,1.0,69,3,1.6,12.38,63,0
WM-00246,2.24,42,4,7.9,14.45,69,0
WM-00247,6.36,27,2,6.0,0.72,41,0
WM-00248,6.69,45,3,6.4,1.58,64,0
WM-00249,6.07,48,1,8.5,1.74,46,0
WM-00250,5.37,37,3,5.0,60.0,44,1
WM-00251,14.84,79,5,9.3,3.58,42,0
WM-00252,5.58,67,0,7.9,12.41,31,0
WM-00253,7.32,26,8,8.8,1.96,50,0
WM-00254,29.53,27,4,8.4,9.19,66,0
WM-00255,6.51,88,4,8.2,4.8,74,0
WM-00256,6.93,30,4,5.3,5.63,69,0
WM-00257,8.65,16,2,8.1,1.96,58,0
WM-00258,7.39,23,3,4.8,1.21,68,0
WM-00259,9.95,18,4,7.6,9.41,64,0
WM-00260,2.57,90,3,8.7,10.12,54,0
WM-00261,11.69,23,3,4.8,1.69,45,1
WM-00262,18.05,21,3,8.9,9.45,73,0
WM-00263,16.15,65,3,3.6,2.48,63,0
WM-00264,5.02,49,3,5.1,46.76,51,0
WM-00265,22.95,33,4,5.6,12.69,72,0
WM-00266,4.23,118,4,4.3,28.93,68,0
WM-00267,9.18,16,3,9.7,8.56,79,0
WM-00268,2.93,29,4,2.7,9.54,48,0
WM-00269,3.43,40,3,6.0,2.51,55,0
WM-00270,3.34,20,3,5.1,4.16,63,0
WM-00271,3.37,16,1,2.6,1.14,65,0
WM-00272,13.37,25,1,7.0,2.91,61,1
WM-00273,68.29,12,3,9.4,2.79,56,0
WM-00274,9.85,104,4,5.7,3.21,68,0
WM-00275,1.71,3,5,3.1,15.88,76,0
WM-00276,7.66,13,3,8.3,26.37,43,1
WM-00277,2.25,17,1,3.6,3.56,44,0
WM-00278,3.75,76,1,6.9,1.19,66,0
WM-00279,4.59,40,4,6.4,1.08,57,0
WM-00280,3.35,19,6,5.0,0.17,52,0
WM-00281,21.1,21,3,3.4,12.99,32,0
WM-00282,1.5,26,0,3.9,2.72,44,0
WM-00283,18.75,41,2,3.6,5.14,59,0
WM-00284,3.21,14,0,5.2,29.78,69,0
WM-00285,4.01,41,2,4.8,15.58,50,0
WM-00286,2.89,13,5,6.8,6.61,44,0
WM-00287,1.0,141,4,3.6,5.47,46,0
WM-00288,4.74,50,4,5.0,19.45,54,0
WM-00289,3.62,31,2,3.7,3.37,68,0
WM-00290,13.03,79,6,4.1,0.62,46,0
WM-00291,6.58,16,8,5.1,1.98,58,0
WM-00292,1.26,49,6,3.0,2.73,80,0
WM-00293,1.82,8,5,9.6,3.02,50,0
WM-00294,5.69,18,3,3.8,2.74,71,0
WM-00295,4.26,41,0,9.2,3.08,58,0
WM-00296,5.36,20,1,6.2,10.56,33,0
WM-00297,4.47,11,2,8.8,0.53,51,0
WM-00298,4.31,25,5,6.3,0.73,61,0
WM-00299,6.15,42,6,3.2,24.91,60,0
WM-00300,26.15,23,5,6.3,0.42,44,0
WM-00301,8.0,171,2,5.2,27.36,49,0
WM-00302,2.09,30,5,4.1,16.2,63,0
WM-00303,9.08,8,3,5.5,1.63,55,0
WM-00304,8.25,46,6,8.7,21.8,55,0
WM-00305,5.58,32,3,6.2,1.32,69,0
WM-00306,12.21,30,5,5.7,1.91,34,0
WM-00307,1.0,25,2,9.7,9.3,66,0
WM-00308,5.19,14,4,2.4,2.72,64,0
WM-00309,2.45,19,3,8.5,2.86,72,0
WM-00310,3.23,14,1,5.5,40.27,54,1
WM-00311,1.52,8,2,6.8,13.65,64,1
WM-00312,7.89,17,4,3.1,7.7,68,0
WM-00313,11.73,115,3,8.1,9.42,42,1
WM-00314,11.46,40,5,5.2,20.08,55,0
WM-00315,2.31,126,3,6.2,31.39,81,1
WM-00316,6.05,10,6,6.4,1.86,80,0
WM-00317,10.75,69,4,4.9,9.81,44,1
WM-00318,28.83,17,4,8.4,2.85,48,0
WM-00319,13.37,54,1,4.2,9.3,85,0
WM-00320,2.84,11,2,8.4,3.17,57,0
WM-00321,19.09,41,2,7.5,1.73,53,0
WM-00322,8.12,71,4,4.6,4.48,52,0
WM-00323,4.37,44,1,9.0,18.48,85,0
WM-00324,1.93,33,4,3.2,0.7,62,0
WM-00325,21.32,12,3,8.0,2.86,56,0
WM-00326,15.02,16,4,6.7,3.8,60,0
WM-00327,3.55,29,2,3.1,0.38,49,0
WM-00328,4.88,9,4,3.7,5.55,60,0
WM-00329,5.64,14,4,1.5,1.17,53,0
WM-00330,11.12,150,5,5.6,2.28,59,0
WM-00331,1.46,18,1,7.4,18.97,61,0
WM-00332,2.86,46,2,5.7,0.21,60,0
WM-00333,3.3,24,3,1.9,3.38,67,1
WM-00334,1.64,44,3,5.8,23.6,72,0
WM-00335,9.68,30,3,2.5,24.06,64,0
WM-00336,6.81,30,1,4.8,0.99,61,0
WM-00337,16.12,25,1,4.1,15.12,60,1
WM-00338,6.44,37,4,3.6,3.45,38,0
WM-00339,14.59,7,0,1.9,5.12,64,0
WM-00340,16.79,26,1,4.3,45.7,47,0
WM-00341,6.3,34,2,3.0,16.34,78,0
WM-00342,8.21,40,0,3.4,8.19,28,1
WM-00343,26.21,86,3,2.2,0.56,56,0
WM-00344,1.72,41,4,5.7,12.88,45,0
WM-00345,8.02,27,1,6.2,0.76,35,0
WM-00346,6.41,25,6,7.8,0.32,72,0
WM-00347,6.34,63,3,3.6,2.65,42,0
WM-00348,3.43,19,2,6.4,4.88,42,0
WM-00349,2.65,84,5,7.4,14.87,73,0
WM-00350,10.85,25,0,6.5,52.45,58,1
WM-00351,2.97,18,2,6.1,11.16,70,1
WM-00352,8.8,76,3,9.5,4.74,73,0
WM-00353,1.51,21,1,5.6,0.73,44,1
WM-00354,3.14,18,5,2.6,2.67,51,0
WM-00355,6.92,42,2,8.2,14.7,50,0
WM-00356,8.22,55,6,4.9,12.77,64,0
WM-00357,6.46,29,3,3.4,0.89,60,0
WM-00358,30.75,80,5,3.5,15.94,62,0
WM-00359,14.01,28,0,5.3,14.82,49,1
WM-00360,4.61,44,2,5.1,0.35,58,0
WM-00361,5.14,30,4,1.6,8.27,52,0
WM-00362,31.33,60,3,3.0,3.87,41,1
WM-00363,3.18,47,1,6.3,4.67,45,0
WM-00364,1.58,21,0,4.2,2.62,80,0
WM-00365,7.76,32,3,8.7,6.34,51,0
WM-00366,3.8,66,0,6.1,1.8,60,0
WM-00367,1.16,14,5,4.1,1.26,45,0
WM-00368,3.88,41,1,3.6,21.41,55,0
WM-00369,6.09,26,4,6.0,13.73,31,1
WM-00370,2.77,33,5,3.0,7.42,55,0
WM-00371,4.29,30,1,6.6,21.71,51,1
WM-00372,1.6,75,0,4.7,0.81,61,0
WM-00373,2.53,26,1,6.1,1.37,74,0
WM-00374,9.78,22,1,4.4,1.19,44,1
WM-00375,1.72,50,3,5.0,1.25,57,0
WM-00376,4.99,41,6,9.3,5.42,55,0
WM-00377,3.11,76,7,4.3,3.36,37,0
WM-00378,2.86,9,7,4.1,10.29,64,0
WM-00379,1.09,76,6,3.4,9.45,51,0
WM-00380,3.67,128,4,9.1,0.82,60,0
WM-00381,2.83,17,6,1.7,12.4,54,1
WM-00382,11.91,14,5,3.1,13.0,67,0
WM-00383,8.58,22,6,4.3,2.32,50,0
WM-00384,13.04,25,1,5.7,8.32,47,1
WM-00385,10.11,51,5,1.7,4.05,58,0
WM-00386,4.35,20,3,6.4,6.8,59,0
WM-00387,7.19,13,4,6.6,60.0,60,1
WM-00388,3.78,47,1,8.8,0.42,67,0
WM-00389,6.21,32,2,4.4,3.24,47,0
WM-00390,52.02,43,2,1.4,2.49,65,0
WM-00391,1.71,35,1,2.8,3.47,51,0
WM-00392,27.55,120,2,4.8,30.52,67,1
WM-00393,1.69,102,2,4.0,4.32,38,0
WM-00394,7.19,73,3,4.7,7.79,60,0
WM-00395,7.28,23,5,7.1,11.83,46,0
WM-00396,12.03,72,2,7.6,2.62,59,0
WM-00397,1.0,27,4,5.5,4.76,73,0
WM-00398,6.5,18,6,7.7,1.2,75,0
WM-00399,7.38,67,6,5.7,11.86,39,0
WM-00400,18.01,23,3,4.8,17.73,48,0
WM-00401,1.53,18,0,8.6,3.98,50,0
WM-00402,27.55,66,3,2.4,16.19,73,0
WM-00403,4.27,34,6,6.8,0.26,51,0
WM-00404,5.86,66,2,6.3,4.96,35,0
WM-00405,4.1,57,1,6.2,2.19,52,0
WM-00406,5.17,32,1,6.6,6.26,51,1
WM-00407,3.57,30,4,3.6,13.79,29,0
WM-00408,4.59,55,4,6.0,1.21,49,0
WM-00409,6.68,21,1,7.4,2.23,54,0
WM-00410,8.91,34,0,3.8,2.51,81,0
WM-00411,6.02,75,4,8.6,20.99,50,0
WM-00412,2.19,90,3,8.6,13.07,48,0
WM-00413,7.01,154,3,4.9,15.93,60,0
WM-00414,10.59,31,3,2.9,3.16,35,0
WM-00415,2.21,63,4,4.6,1.34,50,0
WM-00416,1.0,74,4,7.7,5.6,48,0
WM-00417,1.59,28,1,6.7,2.83,49,0
WM-00418,3.28,16,2,7.6,10.79,44,0
WM-00419,9.44,43,5,8.8,0.57,47,0
WM-00420,11.99,21,3,5.8,1.12,63,0
WM-00421,1.0,26,3,4.3,0.42,57,0
WM-00422,1.8,27,1,2.1,10.58,65,0
WM-00423,7.98,18,5,6.6,5.03,54,0
WM-00424,2.93,15,4,9.6,51.96,68,0
WM-00425,3.32,38,1,5.9,17.23,62,0
WM-00426,8.2,59,2,5.6,16.38,69,0
WM-00427,15.87,42,8,4.8,4.11,64,0
WM-00428,5.51,21,3,4.9,2.94,31,0
WM-00429,2.28,16,2,7.4,5.11,36,0
WM-00430,14.82,47,2,7.6,0.88,60,1
WM-00431,11.16,28,2,6.9,3.06,52,0
WM-00432,6.76,21,5,6.9,0.7,65,0
WM-00433,31.96,15,2,5.9,1.71,59,0
WM-00434,32.48,79,5,6.0,2.58,67,0
WM-00435,15.62,34,1,5.6,2.04,63,0
WM-00436,1.99,53,1,4.4,0.33,43,0
WM-00437,1.79,41,2,4.7,1.84,65,0
WM-00438,2.62,21,2,6.9,6.81,47,0
WM-00439,15.91,131,4,4.7,3.92,64,0
WM-00440,2.27,57,5,6.4,1.29,81,0
WM-00441,3.53,36,4,5.5,3.37,74,0
WM-00442,22.31,12,1,3.6,1.53,60,0
WM-00443,3.62,20,4,3.9,12.56,50,0
WM-00444,4.04,74,1,4.2,12.16,66,0
WM-00445,5.11,76,4,3.3,3.54,50,0
WM-00446,6.1,27,5,7.6,13.8,44,1
WM-00447,4.43,46,2,2.6,3.26,70,1
WM-00448,8.79,34,3,5.0,3.95,78,0
WM-00449,8.34,80,2,8.6,9.21,53,0
WM-00450,34.93,47,2,2.0,23.73,55,1
WM-00451,1.41,28,6,6.3,1.23,59,0
WM-00452,4.84,93,2,3.9,3.71,64,0
WM-00453,10.88,10,1,2.4,15.47,76,0
WM-00454,2.97,92,4,5.7,1.43,42,1
WM-00455,14.24,47,1,7.1,0.74,69,0
WM-00456,3.45,49,3,3.9,4.28,63,0
WM-00457,8.75,42,2,7.9,4.69,54,0
WM-00458,9.64,33,3,4.6,2.49,56,0
WM-00459,2.36,46,5,3.0,5.65,50,0
WM-00460,3.45,33,3,5.9,1.22,56,0
WM-00461,4.89,24,5,7.3,18.56,50,0
WM-00462,1.94,53,1,7.9,6.05,63,0
WM-00463,6.13,16,5,4.4,16.35,54,0
WM-00464,2.9,40,3,2.8,3.11,57,0
WM-00465,4.76,25,6,4.7,4.21,56,0
WM-00466,31.5,47,2,5.9,0.66,65,1
WM-00467,21.86,24,2,2.6,2.93,62,0
WM-00468,13.2,51,1,6.6,4.41,66,0
WM-00469,13.89,15,4,4.6,4.76,75,0
WM-00470,3.98,85,3,3.3,3.78,56,0
WM-00471,3.65,46,3,6.3,4.8,68,0
WM-00472,4.72,39,2,7.0,5.64,57,1
WM-00473,3.78,34,3,7.9,2.48,41,0
WM-00474,10.23,50,2,5.0,1.61,63,0
WM-00475,3.95,38,3,6.0,6.08,48,0
WM-00476,6.02,20,1,4.0,2.8,45,0
WM-00477,4.32,17,2,8.0,6.45,51,0
WM-00478,6.7,60,1,7.6,33.0,61,1
WM-00479,21.6,52,1,7.6,1.34,71,0
WM-00480,14.48,46,2,3.7,14.57,41,1
WM-00481,5.03,155,4,5.7,2.76,60,0
WM-00482,2.65,52,3,3.6,3.06,45,0
WM-00483,7.99,26,1,5.2,1.96,76,0
WM-00484,1.0,17,2,7.3,1.06,68,0
WM-00485,5.3,121,0,3.3,9.51,56,0
WM-00486,8.02,115,3,8.1,0.52,54,0
WM-00487,1.92,26,0,7.2,6.31,58,1
WM-00488,12.29,36,7,8.1,1.85,28,0
WM-00489,2.39,24,3,4.8,5.92,68,0
WM-00490,6.21,152,3,3.5,0.59,76,0
WM-00491,1.0,32,3,4.9,3.03,66,0
WM-00492,1.01,30,5,5.3,0.9,59,0
WM-00493,5.94,40,0,6.2,13.03,60,0
WM-00494,24.27,35,3,3.4,14.12,85,1
WM-00495,9.53,76,8,4.8,3.21,41,0
WM-00496,1.92,18,4,4.0,15.4,64,0
WM-00497,6.49,33,1,6.3,1.36,57,0
WM-00498,1.99,8,4,1.9,3.29,57,0
WM-00499,3.27,31,0,3.2,9.98,63,1
WM-00500,9.66,44,5,2.5,1.95,50,0
WM-00501,9.8,24,5,5.9,1.09,85,0
WM-00502,5.84,9,1,2.5,6.22,33,0
WM-00503,6.14,17,0,8.7,2.31,53,0
WM-00504,1.0,71,3,5.3,5.83,52,0
WM-00505,8.42,66,6,5.4,2.13,50,0
WM-00506,4.93,90,2,7.5,3.01,51,0
WM-00507,12.11,10,5,6.2,4.82,62,0
WM-00508,2.83,51,2,7.8,60.0,45,1
WM-00509,8.8,48,4,7.3,1.58,41,0
WM-00510,2.95,37,3,5.6,2.18,39,1
WM-00511,8.86,25,1,9.0,2.45,53,0
WM-00512,1.02,19,4,5.3,16.62,51,0
WM-00513,11.61,145,2,4.4,1.21,40,0
WM-00514,11.13,15,5,7.1,2.17,68,0
WM-00515,9.13,25,5,7.3,11.22,46,0
WM-00516,7.63,30,2,4.3,19.7,54,1
WM-00517,1.55,28,6,4.4,5.53,46,0
WM-00518,16.75,23,8,5.1,0.55,72,0
WM-00519,3.02,23,1,7.9,7.55,54,0
WM-00520,4.49,15,3,6.8,33.44,56,0
WM-00521,1.0,33,4,5.6,1.66,38,0
WM-00522,1.04,32,1,6.0,0.74,65,0
WM-00523,1.98,15,4,3.4,3.71,80,0
WM-00524,6.15,50,1,6.2,33.83,58,0
WM-00525,20.41,11,1,7.5,16.62,40,0
WM-00526,4.83,8,3,5.2,5.0,60,0
WM-00527,5.03,72,1,7.6,2.09,45,0
WM-00528,5.77,22,1,2.4,4.02,55,0
WM-00529,3.02,9,2,2.3,7.41,62,0
WM-00530,3.77,21,2,3.3,3.43,66,1
WM-00531,8.07,12,4,6.2,0.82,71,0
WM-00532,2.79,32,2,9.4,4.37,62,1
